,a0,a2,a3,a4,b1.b11.,b1.b12.,b1.b13.,b1.b14.,b1.b15.,b1.b16.,b1.other.,b2,b6,b71.b711.,b71.b712.,b72.b721.,b72.b722.,b72.b723.,b72.b724.,b72.b725.,b73.b731.,b73.b732.,b73.b733.,b73.b734.,b73.b735.,b74.b741.,b74.b742.,b8,b9,c1,c2,c3,c4,c5,c6,c9.c31.,c9.c32.,c9.c33.,c9.c34.,c9.c35.,c9.c36.,c9.c37.,c9.c38.,c9.c39.,c9.c40.,c9.other.,d4,e1,e2,e3,e4,e6.e41.,e6.e42.,e6.e43.,e6.e44.,e6.e45.,e6.e46.,e6.e47.,e6.e48.,e6.e49.,e6.e4101.,e6.e4102.,e6.other.,e7,e8,e8.other.,e9.e71.,e9.e72.,e9.e73.,e9.e74.,e9.e75.,e9.e76.,e9.e77.,e9.e78.,e9.other.,f1.f11.,f1.f12.,f1.f13.,f1.f14.,f1.f15.,f1.f16.,f1.f17.,g1,g1.other.,g2,h1,h2,h3,h4,h5,h6,h7,i1,i2,i3,i4,i5,i6,j11.SQ001.,j11.SQ005.,j11.SQ006.,j11.SQ007.,j11.SQ008.,j2,k1.k12.,k1.k13.,k1.k14.,k1.k15.,k1.k16.,k1.other.,k2.k21.,k2.k22.,k2.k23.,k2.k24.,k2.k25.,k6,k7,k8,l2,m1,m2,m3,m4,m5,m6,m7,m71,m8,m9,m10,accesibilidad,utilidad,fiabilidad,soporte_tecnico,alfabetizacion
193,Sí,61,Oruro,Oruro,No,No,Sí,No,No,No,,30,"Ciencia, Tecnología y Producción",Sí,No,,,,,,,,,,,,,Sí,uso de las tics,Sí,Computadora de escritorio,1.0,No,,Por cuenta propia,No,No,No,No,No,No,No,Sí,No,Sí,,Sí,No,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,No,No,No,No,,Internet móvil,Colegio,,No,No,No,Sí,Sí,No,No,No,,Sí,Dudoso,Sí,Dudoso,No,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,Sí,google drive,Sí,Sí,Sí,Sí,Sí,En este año,Sí,Sí,Rara vez,Rara vez,Siempre,Siempre,Siempre,No,Sí,No,No,Sí,No,,No,Sí,Sí,No,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,buena,por que había interés de los voluntarios,mas o menos,por es necesario el uso y aprendisaje,Sí,mas o menos por que algunos de los estudiantes no tenían un buen manejo de las tecnologías,buena,había interés en ellos pero no les acompaño el tiempo y algunos profes estaban ocupados en el momento,Sí,dependiendo de las circunstancias o los momentos que se requiera,mas capacitaciones a los profesores para un mejor manejo de las herramientas digitales,0.778,0.463,0.5,0.8,0.786
194,Sí,34,La Paz,El Alto,Sí,No,Sí,Sí,No,No,,10,Comunidad y Sociedad,,,,,,,,No,No,Sí,No,No,,,Sí,Tic ciencias sociales,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,Sí,No,Sí,No,Sí,Sí,No,No,,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,No,No,No,,Internet móvil,Casa,,No,Sí,No,Sí,No,No,No,No,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,No,Sí,Tic en ciencias sociales,Sí,Sí,Sí,Sí,Sí,En este año,Sí,Sí,Siempre,Casi siempre,Siempre,Siempre,Siempre,Sí,Sí,Sí,No,No,No,,Sí,Sí,No,No,No,Casi siempre,Casi siempre,Casi siempre,Sí,buena,Seria bueno que nos proporcione catalogos,mucho,Es muy importante utilizar la tecnología con los estudiantes,Sí,Por que generalmente puedes utilizar diferentes herramientas,excelente,Por nos brindaron apoyo y capacitación alos profesores y estudiantes ,Sí,Si por que es importante para nuestros estudiantes,Seria bueno dar materiales como catálogos y otros,0.889,0.702,1.0,0.8,0.929
195,Sí,34,La Paz,El Alto,Sí,No,Sí,Sí,No,No,,12,"Vida, Tierra y Territorio",,,No,No,No,Sí,Sí,,,,,,,,Sí,Inskape,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,,Internet móvil,Otro,Modem,No,Sí,No,No,Sí,No,No,No,,Sí,Sí,Sí,Dudoso,Dudoso,No,Sí,Windows,,Sí,Sí,Sí,Sí,Sí,Moodle,No,No,Sí,Sí,No,,No,No,Rara vez,Casi siempre,Rara vez,Ocasionalmente,Ocasionalmente,Sí,No,Sí,Sí,Sí,No,,Sí,Sí,No,No,No,Rara vez,Rara vez,Nunca,Sí,excelente,Detallado y con tiempo ,mucho,Estamos en la era digital,Sí,Siempre aprenden algo bueno ,excelente,Por la dedicación y el tiempo,Sí,Estamos en la era digital,Asignar horas desfe el Ministerio ,0.667,0.462,1.0,1.0,0.786
196,Sí,33,Oruro,Oruro,No,No,Sí,No,No,No,,12,"Vida, Tierra y Territorio",,,No,No,No,Sí,Sí,,,,,,,,Sí,El de AGETIC,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,Sí,No,,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,No,,Internet móvil,Casa,,No,Sí,No,No,No,No,No,No,,Sí,Dudoso,Sí,Sí,Sí,Sí,Sí,Windows,,No,No,No,Sí,No,,,,Sí,Sí,Sí,En este año,Sí,Sí,Ocasionalmente,Ocasionalmente,Ocasionalmente,Rara vez,Ocasionalmente,Sí,Sí,No,No,Sí,No,,Sí,No,Sí,No,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,No,buena,Porque nuestro instructor Carlos Villegas demostró mucha paciencia y colaboración con el trabajo y logramos que las estudiantes puedan hacer uso de las KUAS por primera vez. ,mucho,Porque la tecnología va avanzando y debemos de estar a la par con ello. ,Sí,Porque vieron y aprendieron cosas y conocimientos nuevos. ,buena,Muy paciente y colaborador. ,Sí,Porque hace falta tiempo. ,,0.889,0.558,1.0,0.8,0.643
197,Sí,20,Tarija,Tarija,No,No,No,Sí,No,No,,6,"Vida, Tierra y Territorio",,,No,No,Sí,No,No,,,,,,,,Sí,computacion,Sí,Computadora de escritorio,1.0,No,,Dotada por el ministerio,Sí,No,No,No,No,No,No,No,No,No,,No,No,Sí,No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,,Internet móvil,Café Internet,,No,Sí,No,Sí,No,No,No,No,,Sí,Dudoso,Sí,Sí,No,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,No,,,,Sí,Sí,Sí,En este año,Sí,Sí,Siempre,Siempre,Casi siempre,Casi siempre,Casi siempre,Sí,No,No,No,No,Sí,,No,No,No,No,Sí,Nunca,Nunca,Nunca,Sí,buena,por qu si,mucho,porquensi,Sí,porque si,buena,porque si,Sí,,,0.667,0.245,1.0,0.8,0.857
198,Sí,57,La Paz,La Paz,Sí,No,Sí,Sí,No,No,,35,Comunidad y Sociedad,,,,,,,,Sí,No,Sí,No,No,,,Sí,Manejo de Kipus,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,No,No,Sí,No,No,No,Sí,Sí,No,Sí,,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,,Internet móvil,Casa,,Sí,No,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,No,No,No,Sí,Sí,"Audiovisuales, documentales",Sí,No,No,No,No,,Sí,No,Rara vez,Casi siempre,Rara vez,Rara vez,Casi siempre,Sí,Sí,No,Sí,No,No,,Sí,No,No,No,No,Rara vez,Ocasionalmente,Rara vez,No,buena,Porque nos ha ampliado nuestros conocimientos,mucho,Porque son herramientas de educación de actualidad,Sí,Porque es mas facil y accecible su información,buena,Porque siempre estubo en contacto con nosotros,Sí,Porque nos sirve para actualizarnos e ir de acuerdo con nuestros estudiantes,,0.444,0.53,1.0,0.8,0.714
199,Sí,45,Oruro,Oruro,Sí,No,Sí,No,No,No,,23,"Vida, Tierra y Territorio",,,Sí,No,No,Sí,Sí,,,,,,,,Sí,Manejo de tics en el aula,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,No,No,Sí,No,Sí,No,No,No,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,,Internet fijo,Casa,,No,Sí,No,No,No,No,No,No,,Sí,Sí,Dudoso,Sí,Dudoso,Sí,Sí,Windows,,Sí,Sí,Sí,No,No,,,,Sí,Sí,Sí,En este año,Sí,No,Rara vez,Ocasionalmente,Ocasionalmente,Ocasionalmente,Casi siempre,Sí,Sí,No,No,Sí,No,,Sí,No,No,No,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,buena,El tiempo es corto,mucho,Los jovenes de este tiempo son mas digitales.,Sí,Es parte de su cultura... ellos viven en una era digital,buena,Prestaron apoyo incondicional en el tiempo que estuvieron en la unidad educativa,Sí,"A pesar de las capaciaciones, aun falta profundizar mas.",Ninguna,0.667,0.408,1.0,0.8,0.786
200,Sí,65,La Paz,La Paz,Sí,No,Sí,No,No,No,Diplomado diseño curricular,40,"Ciencia, Tecnología y Producción",Sí,No,,,,,,,,,,,,,Sí,Resolución gráfica ecuaciones 1er grado,Sí,Computadora portátil,1.0,Sí,1.0,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,,Internet móvil,Café Internet,,No,No,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Linux,,Sí,Sí,Sí,Sí,Sí,,Sí,No,Sí,Sí,Sí,En este año,Sí,Sí,Ocasionalmente,Casi siempre,Siempre,Siempre,Siempre,Sí,Sí,No,No,No,No,,Sí,Sí,No,No,No,Rara vez,Ocasionalmente,Ocasionalmente,Sí,buena,,mucho,,Sí,,buena,,Sí,,Más practicidad... ,0.889,0.685,1.0,0.8,1.0
201,Sí,39,La Paz,El Alto,No,No,Sí,No,No,No,,8,Cosmos y Pensamiento,,,,,,,,,,,,,No,Sí,No,,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,,No,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,No,,Internet móvil,Casa,,Sí,Sí,No,No,No,No,No,No,,Sí,Sí,Sí,Sí,Dudoso,Sí,Sí,Windows,,No,Sí,Sí,Sí,Sí,Infografia,Sí,No,Sí,Sí,Sí,En este año,Sí,No,Rara vez,Nunca,Rara vez,Rara vez,Rara vez,Sí,No,No,No,Sí,No,,Sí,No,No,No,No,Rara vez,Rara vez,Rara vez,Sí,buena,Nos muestra diferentes formas de enseñar utilizando las computadoras,mucho,Porque se puede innovar,No,,buena,Proponen nuevas formas de enseñar,Sí,Porque se tendria mas practica,,0.667,0.453,1.0,0.8,0.786
202,Sí,78,Cochabamba,Quillacollo,No,No,Sí,No,No,No,,11,"Vida, Tierra y Territorio",,,Sí,No,No,No,No,,,,,,,,No,,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,No,No,No,No,No,No,No,No,No,Sí,,Sí,Sí,Sí,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,,Internet móvil,Café Internet,,No,No,No,Sí,Sí,No,No,No,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,No,,,,Sí,Sí,Sí,En este año,Sí,Sí,Siempre,Ocasionalmente,Casi siempre,Ocasionalmente,Rara vez,Sí,No,Sí,No,No,No,,No,Sí,No,No,No,Casi siempre,Casi siempre,Casi siempre,Sí,buena,muy buena,mucho,es importante,Sí,si les ayudo a ser mejores,buena,ayudaron mucho,Sí,porque se puede,siga adelante,0.778,0.411,1.0,0.8,0.929
203,Sí,45,La Paz,La Paz,Sí,No,Sí,No,No,No,,20,Comunidad y Sociedad,,,,,,,,No,No,Sí,No,No,,,Sí,Manejo de kuas y elaboración de planes ,Sí,Computadora portátil,2.0,No,,Dotada por el ministerio,No,No,Sí,No,No,No,Sí,Sí,No,Sí,,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,No,No,No,,Internet móvil,Casa,,No,Sí,No,Sí,Sí,No,No,No,,Sí,Sí,Sí,Sí,Dudoso,No,Sí,Windows,,Sí,Sí,No,No,No,,,,No,No,Sí,Hace un año,Sí,Sí,Ocasionalmente,Ocasionalmente,Rara vez,Nunca,Rara vez,Sí,Sí,Sí,No,Sí,No,,Sí,No,Sí,No,No,Ocasionalmente,Rara vez,Rara vez,Sí,buena,Las facilitadoras tuvieron paciencia y nos explicaron de manera fácil y adecuada el uso de las TIC's en aula,mucho,El uso de la tecnoligía de manera supervisada y adecuada que permita optimizar el proceso enseñanza aprendizaje,Sí,Porque el tener el acceso a las TIC's y al software libre permite facilitar su manejo y acceder a todas las ventajas que puedan tener,buena,Por la forma fácil en la que pudieron explicar y hacer entender el manejo de las nuevas tecnologías ,Sí,Porque de esa manera se podrá dinamizar el proceso enseñanza aprendizaje y se verá el uso adecuado de las TIC's en aula,Si que las siguientes clases o talleres profundicen el uso de las tecnologias en aula,0.556,0.539,1.0,0.8,0.714
204,Sí,45,Santa Cruz,Montero,Sí,No,Sí,Sí,No,No,,8,Cosmos y Pensamiento,,,,,,,,,,,,,No,Sí,Sí,,Sí,Computadora de escritorio,1.0,No,,Por algún familiar,Sí,No,No,No,No,No,No,Sí,No,No,,Sí,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,No,No,No,No,No,,,,No,No,No,,Sí,No,Nunca,Nunca,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,No,No,No,Sí,No,,Sí,No,No,No,No,Nunca,Nunca,Nunca,No,regular,,mas o menos,,Sí,,regular,,Sí,,,0.333,0.234,1.0,0.5,0.643
205,No,39,La Paz,La Paz,Sí,No,Sí,No,No,No,,12,Cosmos y Pensamiento,,,,,,,,,,,,,Sí,No,Sí,TIC en aula,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,No,No,Sí,No,No,No,Sí,No,No,Sí,,No,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,,Internet móvil,Casa,,Sí,Sí,No,No,No,No,No,No,,Sí,Sí,Sí,Sí,Dudoso,Sí,Sí,Windows,,No,No,No,No,No,,,,No,No,Sí,En este año,Sí,Sí,Ocasionalmente,Ocasionalmente,Casi siempre,Ocasionalmente,Ocasionalmente,Sí,No,Sí,Sí,No,No,,No,Sí,Sí,No,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,No,excelente,Enseñanza positiva y didáctica,mucho,Es más didáctica,No,Mejorar el internet y cableado,excelente,Atentos a las consultas,Sí,Enseñanza en linea,,0.444,0.465,1.0,1.0,0.571
206,Sí,29,Santa Cruz,Montero,No,No,Sí,No,No,No,,8,Comunidad y Sociedad,,,,,,,,Sí,No,No,No,No,,,Sí,Tics,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,Sí,No,No,No,,Internet fijo,Casa,,Sí,No,No,No,No,No,No,No,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,No,No,No,No,No,,,,Sí,Sí,Sí,Hace un año,Sí,No,Siempre,Rara vez,Rara vez,Rara vez,Siempre,Sí,No,Sí,No,No,No,,No,Sí,No,No,No,Ocasionalmente,Rara vez,Rara vez,No,excelente,Porque ayudaron a despejar dudas en todo momento y aprender a usar las diferentes aplicaciones,mucho,Porque los estudiantes podrian crear y tener un aprendizaje significativo,Sí,Porque ayudara en crear los temas y contenidos,excelente,Porque explicaron bien las diferentes aplicaciones,Sí,Porque seria una clase diferente,No,0.778,0.503,1.0,1.0,0.643
207,Sí,38,La Paz,La Paz,Sí,No,Sí,No,No,No,,14,"Vida, Tierra y Territorio",,,No,Sí,Sí,No,Sí,,,,,,,,Sí,TICs e Inclusión digital,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,,Internet móvil,Casa,,No,Sí,No,No,No,No,No,No,,Sí,Sí,Dudoso,Dudoso,Dudoso,Sí,Sí,Windows,,Sí,Sí,Sí,No,Sí,Uso de programa UNELAB,No,No,No,No,Sí,En este año,Sí,No,Rara vez,Casi siempre,Siempre,Ocasionalmente,Casi siempre,Sí,Sí,Sí,No,Sí,No,,Sí,Sí,No,No,No,Casi siempre,Ocasionalmente,Rara vez,Sí,regular,"POR QUE LAS COMPUTADORAS KUAA SON MUY LENTAS AL IGUAL QUE LAS DOTADAS POR EL MINISTERIO, INDICAN QUE NO TIENE MUCHA CAPACIDAD",mucho,LA MAYOR PARTE DE LOS JÓVENES ESTAN HABITUADOS A UTILIZAR LA TECNOLOGÍA,Sí,POR QUE LES DA MAYOR MOTIVACIÓN,buena,DIERON BUENAS EXPLICACIONES E IMPARTIERON SUS CONOCIMIENTOS CON MUCHA PACIENCIA,Sí,"POR LA PRÁCTICA QUE SE PUEDE REALIZAR, SOLO HACE FALTA ACTUALIZACIÓN DE LOS EQUIPOS PARA QUE SEAN MÁS RÁPIDOS O DE MAYOR CAPACIDAD.",MEJORAR LAS COMPUTADORAS,0.333,0.743,1.0,0.5,0.714
208,Sí,56,Beni,Trinidad,Sí,No,Sí,Sí,No,No,,32,"Ciencia, Tecnología y Producción",Sí,Sí,,,,,,,,,,,,,Sí,Inclusion digital,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,Sí,No,Sí,,No,Sí,Sí,No,No,Sí,No,No,No,Sí,Sí,No,No,No,Sí,Sí,,Internet fijo,Casa,,No,Sí,No,No,No,No,No,No,,Sí,Dudoso,Dudoso,No,Dudoso,No,No,Windows,,Sí,Sí,Sí,Sí,No,,,,Sí,Sí,No,,No,No,Nunca,Siempre,Rara vez,Nunca,Nunca,Sí,No,No,Sí,Sí,No,,Sí,No,Sí,No,No,Nunca,Nunca,Nunca,Sí,excelente,Por qué nos imparten los conocimientos para poder impartir Conocimientos a los y las estudiantes .,mucho,Por qué la tecnología está muy avanzada,Sí,Por que ellos a través de la herramienta pueden entender cómo se resuelve la operación,excelente,Por qué es una excelente clase .,Sí,Por qué es un apoyo utilizar las herramientas y combinarla con la educación tradicional.,"Que la capacitación del programa de inclusión digital, sea desde comiendo de año ,y que hayan maestros para capacitar continuamente. Tanto a maestros como estudiantes.",0.667,0.324,1.0,1.0,0.571
209,Sí,56,Beni,Trinidad,Sí,No,No,No,No,No,,33,"Ciencia, Tecnología y Producción",Sí,No,,,,,,,,,,,,,Sí,Geogebra,Sí,Computadora portátil,1.0,No,,Por cuenta propia,Sí,No,No,No,No,No,Sí,Sí,Sí,No,,No,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,Sí,,Internet móvil,Casa,,Sí,No,No,No,No,No,No,No,,Sí,No,No,No,No,No,No,Windows,,Sí,Sí,No,No,No,,,,Sí,No,No,,No,No,Rara vez,Ocasionalmente,Rara vez,Nunca,Rara vez,Sí,Sí,No,No,Sí,No,,Sí,Sí,No,No,No,Rara vez,Rara vez,Nunca,No,buena,porq hemos aprendido algunas tecnicas q desconociasmos la cual son interesantes,mas o menos,porq a los estudiantes les gusta trabajar con las computadoras y se sientes muy entusiastas cuando se los lleva a sala de computacion,No,porq no se ha tenido mucho tiempo para trabajar con los esyudiantes por motivo de la situacion q vive el pais ,buena,siempre nos apoyaron de buena boluntad,Sí,para hacerla mas activa y mas aceptada por los estudiantes,no ninguna,0.444,0.338,1.0,0.8,0.357
210,Sí,35,La Paz,La Paz,Sí,No,No,No,No,No,,7,"Vida, Tierra y Territorio",,,No,No,No,Sí,No,,,,,,,,No,,Sí,Computadora portátil,2.0,Sí,1.0,Por cuenta propia,Sí,No,No,No,No,No,No,No,No,Sí,,No,Sí,Sí,No,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,,Internet fijo,Casa,,No,Sí,No,No,Sí,No,No,No,,Sí,Sí,Dudoso,Sí,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,No,No,,,,Sí,Sí,Sí,En este año,Sí,No,Ocasionalmente,Rara vez,Siempre,Rara vez,Rara vez,No,No,No,No,Sí,No,,Sí,No,No,No,No,Ocasionalmente,Rara vez,Rara vez,Sí,regular,El tiempo fue corto ,mas o menos,En ocasiones no hay aplicaciones para la materia ,No,El Internet es necesario ,buena,Nos falto tiempo para lograr culminar la capacitación en su totalidad ,Sí,Dependería de la aplicación exacta y no exactamente software libre ,Se necesitan aplicaciones específicas para la materia ,0.778,0.302,0.5,0.5,0.786
211,Sí,53,La Paz,La Paz,No,No,Sí,No,No,No,,21,Comunidad y Sociedad,,,,,,,,No,No,Sí,No,No,,,No,,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,No,No,Sí,,No,Sí,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,No,No,No,,Internet fijo,Casa,,Sí,Sí,No,No,No,No,No,No,,Dudoso,Sí,Dudoso,No,No,Sí,Sí,Windows,,No,Sí,No,No,No,,,,Sí,Sí,No,,No,Sí,Rara vez,Rara vez,Rara vez,Nunca,Nunca,No,Sí,No,No,No,No,,No,No,Sí,No,No,Nunca,Rara vez,Rara vez,Sí,regular,Lamentablemente no se pudo concertar entre los maestros a capacitarse en un horario adecuado. Hubieron maestros que no pudimos participar en todas las clases de capacitación debido al horario y disponibilidad de cada maestro,mas o menos,La tecnología brinda mayor facilidad para el aprendizaje pero al mismo tiempo el estudiante busca un menor esfuerzo por lo cual en países desarrollados como Francia en algunos casos se está regresando a implementar técnicas pedagógicas tradicionales.,No,Porque reduce el esfuerzo en algunos casos del estudiante,buena,Por su amplia colaboracion,Sí,Porque la utilización de las Tics es una necesidad del mundo educativo actual,Que certifiquen únicamente a los docentes que pasaron clases el 100% del programa,0.778,0.269,0.5,0.5,0.429
212,Sí,55,La Paz,El Alto,No,No,Sí,No,No,No,,30,Comunidad y Sociedad,,,,,,,,No,No,No,Sí,No,,,Sí,classroom y agetic,Sí,Computadora portátil,2.0,Sí,2.0,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,,Internet fijo,Casa,,Sí,Sí,No,No,No,No,No,No,,Sí,Sí,Dudoso,Dudoso,Dudoso,Sí,Sí,Windows,,Sí,No,No,No,No,,,,No,No,Sí,Hace un año,Sí,Sí,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,No,No,No,,No,Sí,No,No,No,Casi siempre,Ocasionalmente,Casi siempre,No,regular,poca información en mi unidad educativa,mucho,porque los estudiantes tienen mas acceso y les encanta por su facilidad.,Sí,porque entienden mejor,buena,por su paciencia e interés en facilitar a los profesores,Sí,por que la práctica hace al maestro,mayor cobertura ,0.778,0.673,1.0,0.5,0.5
213,Sí,34,Beni,Trinidad,No,Sí,No,No,No,No,,9,"Ciencia, Tecnología y Producción",No,Sí,,,,,,,,,,,,,No,,No,,,No,,Por algún familiar,No,No,No,No,No,No,No,No,No,No,TRABAJO DE ADMINISTRACIÓN DE OFICINA,Sí,No,Sí,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,,Internet móvil,Casa,,Sí,No,No,No,No,No,No,No,,Sí,Dudoso,Sí,Sí,Dudoso,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,No,,,,Sí,Sí,Sí,En este año,Sí,Sí,Ocasionalmente,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Sí,No,No,No,Sí,No,,Sí,No,No,No,No,Casi siempre,Ocasionalmente,Ocasionalmente,No,buena,Nos ayuda bastante a orientarnos en la hora de brindar una clase ,mucho,Ayuda a los jóvenes a estar al día en tareas y prácticas en el aúla ,Sí,Pueden compartir todo dentro del aula ,buena,Si dedicados y tienen bastante paciencia en enseñarnos,Sí,Porque en este tiempo es mejor estar actualizado en las redes para estar al par con los jóvenes ,No,0.556,0.386,1.0,0.8,0.714
214,Sí,52,La Paz,La Paz,No,No,Sí,No,No,No,,25,"Vida, Tierra y Territorio",,,No,Sí,Sí,No,No,,,,,,,,Sí,Tic en biología ,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,No,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,,Internet fijo,Casa,,Sí,Sí,No,No,No,No,No,No,,Sí,Dudoso,Sí,Dudoso,Dudoso,Dudoso,Dudoso,Windows,,No,No,No,No,No,,,,No,No,No,,Sí,No,Rara vez,Ocasionalmente,Rara vez,Rara vez,Rara vez,No,No,Sí,No,No,No,,No,Sí,No,No,No,Rara vez,Rara vez,Rara vez,No,regular,Por que no fue personalizado ,mas o menos,El estudiante no esta acostumbrado a instrucciones y se distraen fácilmente ,Sí,Por que tiene mayor accesibilidad ,regular,Por que el tiempo fue insufiviente ,Sí,Tendría que capacitar me mas y disponer de las kuass,Que sea mas personalizado la capacitación ,0.444,0.356,0.5,0.5,0.286
215,Sí,54,La Paz,La Paz,Sí,No,Sí,No,No,No,,27,Comunidad y Sociedad,,,,,,,,No,No,Sí,No,No,,,Sí,Tics,Sí,Computadora portátil,2.0,No,,Dotada por el ministerio,No,No,Sí,No,No,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,No,No,No,No,No,,Internet fijo,Casa,,Sí,No,No,No,Sí,No,No,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,Sí,Clas room,Sí,No,No,No,Sí,En este año,Sí,No,Rara vez,Ocasionalmente,Ocasionalmente,Nunca,Nunca,Sí,Sí,No,No,Sí,No,,Sí,No,No,No,No,Nunca,Nunca,Nunca,Sí,buena,El trabajo quereslizaron fue didáctico,mucho,Para estar preparado ,Sí,,buena,Hicieron un trabajo eficientes,Sí,Para actualizar y avanzar en el conocimiento,Espero que vuelvan la siguiente gestión,0.444,0.564,1.0,0.8,1.0
216,Sí,47,La Paz,La Paz,Sí,No,Sí,Sí,No,No,,21,"Vida, Tierra y Territorio",,,No,Sí,Sí,No,No,,,,,,,,Sí,Intrumentas y erramientas virtuales ,Sí,Computadora portátil,2.0,Sí,1.0,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,,Internet fijo,Casa,,Sí,Sí,No,No,Sí,No,No,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,Sí,,No,No,Sí,Sí,Sí,En este año,Sí,No,Ocasionalmente,Siempre,Rara vez,Rara vez,Rara vez,Sí,Sí,Sí,No,Sí,No,,Sí,Sí,No,No,No,Ocasionalmente,Ocasionalmente,Nunca,Sí,buena,Factor tiempo,mucho,Nueva formas de aprendizaje ,No,Factor tiempo,buena,Buena dedicacion y disposiciones ,Sí,Esta en les espectativas de los estudiantes,,0.778,0.605,1.0,0.8,1.0
