NUMBOL,Tipo,P1,P2,P3,P1A,P1B,P1C,P1D,P1E,P2A,P2B,P2C,P2D,P2E,P3A,P4A,P4,P5,P6,P7A,P7B,P8,P9,P10,P11A,P11B,P11C,P11F,P11G,P11D,P12,P13A,P13B,P14,P15A,P15B,P15C,P15E,P15D,P16,P17,P18,P19,P20,P21A,P21B,P22,P23,P24,P25,P26,P27A,P27B,P27C,P27E,P27F,P27G,P27D,P28,P29A,P29B,P30,P31A,P31B,P31C,P31D,P31E,P31G,P31H,P31F,P32,P33,P34,P35,P36A,P36B,P37,P38,P39A,P39B,P40,P41A,P41B,P41C,P41D,P41E,P41G,P41H,P41I,P41J,P41F,P42A,P42B,P42C,P42E,P42F,P42D,P43,P44A,P44B,P44C,P44D,P44E,P44F,P44G,P44J,P44H,P44I,P44K,P44L,P44M,P44N,P44O,P44P,P44Q,P44R,P44S,P44T,P44U,P44V,P44W,P44X,P45A,P45B,P45C,P45D,P45E,P45F,P45G,P45H,P45I,P45J,P45K,P45L,P45M,P45N,P45O,P45P,P45Q,P45R,P45S,P45T,P45U,P45V,P45W,P45X,P46A,P46B,P46C,P46E,P46F,P46G,P46H,P46I,P46D,P47A,P47B,P47C,P47D,P47E,P47G,P47H,P47I,P47F,P48A,P48B,P48C,P49A,P49B,P49C,P50,P51,P52,P53,P54,P55A,P55B,P56,P57,P58A,P58B,P59A,P59B,P60A,P60B,P61A,P60C,P62A,P62B,P63A,P63B,P64A,P64B,P64C,P64D,P64E,P65,P66,P67A1,P67A2,P67B1,P67B2,P67C1,P67C2,P68,P69,P70,P71,P72A,P72B,P72C,P72E,P72F,P72D,P73,P74A,P74B,P75,P76,P77,P78A,P78B,P78C,P78D,P79,P80A,P80B,P80C,P80D,P81A,P81B,P81C,P81D,P82A,P82B,P82C,P82D,P83A,P83B,P83C,P83D,P84,P85A,P85B,P85C,P85D,P86A,P87,P88A,P88B,P88C,P88D,P89A,P89B,P89C,P89D,P90A,P90B,P90C,P90D,P91A,P91B,P91C,P91D,P92,P93A,P93B,P93C,P93D,P94,P95,P96,P97,P98A,P98B,P98C,P98E,P98D,P99,P100A,P100B,P100C,P100D,P100E,P100G,P100H,P100I,P100F,P101A,P101B,P101C,P101D,P101E,P102,P103A,P103B,P103C,P103D,P103E,P103F,P103G,P103H,P103I,P103J,P103K,P103L,P103M,P103N,P103O,P103P,P103Q,P104A,P104B,P104C,P104D,P104E,P104F,P104G,P104H,P104I,P104J,P104K,P104L,P104M,P104N,P104O,P104P,P104Q,P105,P106A,P106B,P106C,P106D,P107A,P107B,P107C,P107D,P107E,P108,P109,P110,P111,P11E,P112,P113,P114A,P114B,P115A,P115B,P115C,P115D,P116,P117,P118A,P118B,P118C,P118D,P118E,P118G,P118H,P118I,P118F,P119,P120,P121A,P121B,P121C,P121E,P121F,P121G,P121D,P122,P123,P124A,P124B,P124C,P124D,P124E,P125,P126,P127,P128A,P128B,P128C,P128D,P129A,P129B,P129C,P130A,P130B,P130C,P131A,P131B,P131C,P132A,P132B,P132C,P133A,P133B,P133C,P134,P135,P136,P137,P138,P139,P140,P140A,P140B,P140C,P140D,P141,P142,P143,P144,P145,P146A,P146B,P146C,P147,P148,P149,P150,P151,P151A,P151B,P152,P153,P154A,P154B,P155,P156A,P156B,P156C,P156D,P156E,P156F,P156G,P156H,P156I,P156J,P156K,P157,P158,P159,P160,CodP160,Ponderador5536,Ponderador5033,Nse
1204,2,54,2,,4,,,,,9,,,,,,3,2,,2,,,,,9,,,,,,,2,,,,6,,,,,2,2,,,1,0,15,99,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,9,,,9,,,9,,,9,,,9,9,9,9,9,9,9,,,,,,,,,,,,,,2,1,2,2,,,7,1,2,,1,1,1,1,2,2,2,2,2,1,2,2,3,5,1,Oruro,44,"1,42993391662151",,1
1205,2,24,2,,3,,,,,1,2,,,,1,1,2,,2,,,,,9,,,,,,,1,,4,500,1,4,,,,2,2,,,1,0,10,80,3,,,,,,,,,,,1,0,2,300,1,2,,,,,,,1,3,30,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,2,1,,2,1,,1,2,,1,2,,1,2,2,2,9,9,2,,,,,,,,,,,,,,2,3,2,1,,,7,4,1,,1,1,1,1,2,2,2,2,2,1,2,2,4,5,1,Oruro,44,"1,42993391662151",,1
1206,2,43,2,,3,,,,,9,,,,,,9,1,43,2,,,,,9,,,,,,,1,3,0,4500,1,4,,,,1,2,105,4,1,0,1,3500,3,,,,,,,,,,,1,2,0,450,1,2,,,,,,,1,2,50,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,6,7,,1,2,3,1,2,,3,2,,2,1,1,1,1,3,1,,,,,,,,,,,,,,2,6,2,1,,,7,6,1,,2,1,1,1,2,2,1,2,2,1,2,2,2,5,1,Oruro,44,"1,42993391662151",,2
1207,2,32,2,,3,,,,,9,,,,,,9,2,,2,,,,,9,,,,,,,1,,3,1300,1,4,,,,2,2,,,1,0,10,200,3,,,,,,,,,,,1,3,0,100,1,2,3,,,,,,1,2,100,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,3,2,7,3,2,1,3,1,2,7,1,,,1,1,1,3,9,6,2,,,,,,,,,,,,,,2,3,1,1,,,3,3,1,,1,1,1,1,2,2,2,2,2,1,2,2,5,5,1,Oruro,44,"1,42993391662151",,1
1208,2,43,2,,5,,,,,1,,,,,98,1,2,,2,,,,,9,,,,,,,1,,5,2300,1,4,,,,2,1,105,4,1,0,10,1000,3,,,,,,,,,,,1,0,1,800,1,2,,,,,,,1,2,50,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,1,5,6,5,4,6,1,6,7,6,5,4,6,6,5,1,1,5,1,,,,,,,,,,,,,,2,4,3,1,,,3,4,2,,2,1,1,1,1,2,2,2,2,2,2,2,2,5,1,Oruro,44,"1,42993391662151",,2
1209,2,68,2,,8,,,,No necesita,9,,,,,,9,2,,2,,,,,9,,,,,,,2,,,,6,,,,,2,2,,,1,0,3,80,3,,,,,,,,,,,1,0,8,250,1,,,,,,,,1,2,50,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,9,,,9,,,2,2,2,2,2,2,2,,,,,,,,,,,,,,1,2,3,2,,,2,2,2,,2,1,1,1,2,2,2,2,2,1,2,2,1,5,1,Oruro,44,"1,42993391662151",,1
1210,2,54,2,,4,5,,,,9,,,,,,4,2,,2,,,,,9,,,,,,,1,,20,800,1,4,,,,2,2,,,1,99,0,99,3,,,,,,,,,,,1,0,3,120,1,,,,,,,,1,2,10,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,9,,,2,,,9,,,1,2,7,1,7,7,2,,,,,,,,,,,,,,2,2,2,1,quechua,,3,2,2,,1,1,1,1,2,2,2,2,2,1,2,2,10,5,1,Oruro,44,"1,42993391662151",,1
1211,2,63,2,,4,,,,,9,,,,,,4,2,,2,,,,,9,,,,,,,1,99,,9,1,4,,,,2,2,,,1,99,0,99,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,,,9,,,1,,,9,,,2,2,2,2,2,9,9,,,,,,,,,,,,,,2,1,4,2,,,8,1,5,Rentista,4,1,1,1,2,2,2,2,1,1,2,2,4,5,1,Oruro,44,"1,42993391662151",,1
1212,2,75,2,,4,,,,,9,,,,,,9,1,40,2,,,,,9,,,,,,,1,99,,9,4,,,,,2,2,,,1,99,0,99,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,9,,,2,,,1,2,,1,,,9,9,9,9,9,9,9,,,,,,,,,,,,,,2,2,4,1,,,7,2,1,,1,1,1,1,2,2,1,2,1,2,2,2,3,5,1,Oruro,44,"1,42993391662151",,2
1213,2,54,2,,6,,,,,9,,,,,,3,2,,2,,,,,9,,,,,,,1,,5,2300,1,2,3,,,2,2,,,1,0,9,230,3,,,,,,,,,,,1,0,3,280,1,8,,,,,,,1,3,50,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2,3,1,1,2,3,1,2,3,2,3,1,2,3,1,3,2,1,2,,,,,,,,,,,,,,1,3,2,1,,,2,3,2,,4,1,1,1,2,2,2,2,1,1,2,2,4,5,1,Oruro,44,"1,42993391662151",,2
1214,2,22,2,,4,,,,,9,,,,,,9,2,,2,,,,,9,,,,,,,1,99,,9,1,4,,,,2,2,,,2,,,,3,,,,,,,,,,,1,0,5,100,1,3,,,,,,,1,3,10,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,2,,1,2,,1,,,9,,,1,1,2,3,3,1,3,,,,,,,,,,,,,,2,3,2,1,,,7,3,2,,1,1,1,1,2,2,2,2,2,1,2,2,5,5,1,Oruro,44,"1,42993391662151",,1
1215,2,66,2,,5,,,,,9,,,,,,1,1,37,1,0,5,9,99,9,,,,,,,1,,7,1000,1,,,,,1,2,100,3,1,0,2,300,3,,,,,,,,,,,1,0,6,450,1,,,,,,,,1,2,50,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,2,1,7,1,,,1,,,1,,,2,2,2,2,2,2,2,,,,,,,,,,,,,,2,4,2,1,quechua,,2,4,2,,2,1,1,1,2,2,2,2,1,1,2,2,4,5,1,Oruro,44,"1,42993391662151",,2
1216,2,48,2,,8,,,,No me interesa,8,,,,NO,10,4,2,,2,,,,,9,,,,,,,1,,5,1000,1,4,,,,2,2,,,2,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,3,1,,1,,,1,,,1,,,9,9,9,9,9,9,9,,,,,,,,,,,,,,2,1,2,2,,,3,3,2,,1,1,1,1,2,2,2,2,2,1,2,2,3,5,1,Oruro,44,"1,42993391662151",,1
1217,2,63,2,,6,,,,,9,,,,,,4,2,,2,,,,,9,,,,,,,2,,,,6,,,,,2,2,,,1,0,40,99,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,9,,,9,,,9,,,9,,,2,2,2,9,9,2,9,,,,,,,,,,,,,,2,1,4,2,quechua,,7,5,1,,3,1,1,1,2,2,1,2,1,2,2,2,6,5,1,Oruro,44,"1,42993391662151",,2
1218,2,59,2,,1,5,6,,,9,,,,,,3,2,,2,,,,,9,,,,,,,1,5,0,3800,1,2,,,,2,2,,,1,0,4,180,2,,,,,,,,,,,1,0,5,180,1,8,,,,,,ESCUCHAR RADIO,1,2,20,3,4,SENCILLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,9,,,2,,,2,,,1,2,2,2,7,3,3,,,,,,,,,,,,,,1,2,2,1,,,2,2,2,,3,1,1,1,2,2,1,2,2,1,2,2,9,5,1,Oruro,44,"1,42993391662151",,2
1219,2,19,1,4,6,,,,,2,5,,,,98,2,2,,1,0,5,1,2100,7,1,2,,,,,1,,2,5000,4,,,,,1,2,300,5,1,0,7,500,3,,,,,,,,,,,1,3,0,800,1,2,3,5,6,7,,,1,1,100,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,2,,,2,,,5,,,3,3,3,3,3,2,2,,,,,,,,,,,,,,2,3,1,1,,,6,1,1,,1,1,1,1,2,2,2,2,1,3,2,2,3,5,2,Challapata,14,"1,31693340471864",,2
1220,2,52,2,,4,,,,,9,,,,,,3,1,99,2,,,,,9,,,,,,,1,99,,9,2,5,,,TV-DVD,2,2,,,1,0,0,99,3,,,,,,,,,,,1,0,2,170,1,,,,,,,,1,2,40,3,4,BASICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,9,,,2,2,2,2,2,2,2,,,,,,,,,,,,,,2,1,4,2,,,7,1,5,VIUDA,1,2,2,1,2,2,2,2,1,0,2,2,2,5,2,Challapata,14,"1,31693340471864",,1
1221,2,34,2,,1,,,,,9,,,,,,1,2,,2,,,,,9,,,,,,,1,,5,9,4,5,,,tv con dvd,2,2,,,1,0,5,160,3,,,,,,,,,,,1,0,3,300,1,,,,,,,,1,2,30,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,2,,1,2,,1,2,,9,,,2,2,2,2,2,2,2,,,,,,,,,,,,,,2,1,3,2,,,2,1,4,,1,1,2,1,2,2,2,2,2,0,2,2,6,5,2,Santiago de Huari,74,"1,31693340471864",,1
1222,2,45,2,,3,4,,,,9,,,,,,1,2,,2,,,,,9,,,,,,,1,99,,9,1,4,,,,2,2,,,1,0,10,100,3,,,,,,,,,,,1,0,3,280,1,7,,,,,,,1,2,40,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,2,,3,,,3,,,9,,,2,2,3,2,2,2,2,,,,,,,,,,,,,,2,1,2,3,,,7,1,2,,1,1,2,1,2,2,2,2,1,0,2,2,4,5,3,Cruce Culta,22,"1,61617964815327",,1
1223,2,63,2,,4,,,,,9,,,,,,3,2,,2,,,,,9,,,,,,,1,99,,9,1,2,,,,2,2,,,1,0,1,120,3,,,,,,,,,,,1,0,3,250,1,,,,,,,,1,2,30,2,4,BASICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,7,2,7,,1,3,7,1,2,,2,3,,2,1,3,2,2,3,2,,,,,,,,,,,,,,1,1,2,3,,,2,1,2,,1,1,2,2,2,2,2,2,1,1,2,2,5,5,3,Cruce Culta,22,"1,61617964815327",,1
1224,2,73,2,,6,,,,,9,,,,,,9,2,,2,,,,,9,,,,,,,2,,,,6,,,,,2,2,,,1,99,0,99,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,9,,,9,,,9,,,9,,,9,9,9,9,9,9,9,,,,,,,,,,,,,,2,1,4,2,,,7,1,1,,1,1,2,1,2,2,2,2,1,4,2,2,3,5,3,Cruce Culta,22,"1,61617964815327",,1
1225,2,68,2,,5,,,,,9,,,,,,4,2,,2,,,,,9,,,,,,,2,,,,1,,,,,2,2,,,1,0,10,99,3,,,,,,,,,,,1,0,1,180,1,,,,,,,,1,2,30,2,4,BASICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,2,2,2,2,2,2,,,,,,,,,,,,,,1,1,2,3,,,7,1,4,,1,1,1,1,2,2,2,2,2,1,2,2,4,5,3,Cruce Culta,22,"1,61617964815327",,1
